x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
0.32447729390191804,-339.1643459081075,-3.180913471528547,0.1305322803205921,174.57048701406276,-10.036724269207403,2.5095976165257863,61.834283345296164,-41.714063250441086,1.216092382282152,4.500119429206487,-27.383872807674912,0.9765845426260574,231.0968756201667,-9.290236572348013,5.3256570256984235,12.651287349457286,-14.8625375219155,0.24310247489796188,-6.012912660693421,-8.474569896174494,5.332749172803908e-11,2.161774777167449
